bioproject_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename
	170_HTH_RB_90_6wk_FEC	170_HTH_RB_90_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	170_HTH_RB_90_6wk_FEC_S200_L001_R1_001.fastq.gz
	171_HTH_FR_91_6wk_FEC	171_HTH_FR_91_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	171_HTH_FR_91_6wk_FEC_S201_L001_R1_001.fastq.gz
	172_HTH_CT_89_10wk_FEC	172_HTH_CT_89_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	172_HTH_CT_89_10wk_FEC_S202_L001_R1_001.fastq.gz
	173_HTH_RB_90_10wk_FEC	173_HTH_RB_90_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	173_HTH_RB_90_10wk_FEC_S203_L001_R1_001.fastq.gz
	174_HTH_FR_91_10wk_FEC	174_HTH_FR_91_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	174_HTH_FR_91_10wk_FEC_S204_L001_R1_001.fastq.gz
	175_HTH_CT_89_14wk_FEC	175_HTH_CT_89_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	175_HTH_CT_89_14wk_FEC_S205_L001_R1_001.fastq.gz
	176_HTH_RB_90_14wk_FEC	176_HTH_RB_90_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	176_HTH_RB_90_14wk_FEC_S206_L001_R1_001.fastq.gz
	177_HTH_FR_91_14wk_FEC	177_HTH_FR_91_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	177_HTH_FR_91_14wk_FEC_S207_L001_R1_001.fastq.gz
	178_AOM_CT_77_1wk_FEC	178_AOM_CT_77_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	178_AOM_CT_77_1wk_FEC_S208_L001_R1_001.fastq.gz
	179_AOM_CT_78_1wk_FEC	179_AOM_CT_78_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	179_AOM_CT_78_1wk_FEC_S209_L001_R1_001.fastq.gz
	180_AOM_CT_79_1wk_FEC	180_AOM_CT_79_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	180_AOM_CT_79_1wk_FEC_S210_L001_R1_001.fastq.gz
	181_AOM_CT_80_1wk_FEC	181_AOM_CT_80_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	181_AOM_CT_80_1wk_FEC_S211_L001_R1_001.fastq.gz
	182_AOM_CT_77_2wk_FEC	182_AOM_CT_77_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	182_AOM_CT_77_2wk_FEC_S212_L001_R1_001.fastq.gz
	183_AOM_CT_78_2wk_FEC	183_AOM_CT_78_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	183_AOM_CT_78_2wk_FEC_S213_L001_R1_001.fastq.gz
	184_AOM_CT_79_2wk_FEC	184_AOM_CT_79_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	184_AOM_CT_79_2wk_FEC_S214_L001_R1_001.fastq.gz
	185_AOM_CT_80_2wk_FEC	185_AOM_CT_80_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	185_AOM_CT_80_2wk_FEC_S215_L001_R1_001.fastq.gz
	186_AOM_CT_77_6wk_FEC	186_AOM_CT_77_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	186_AOM_CT_77_6wk_FEC_S216_L001_R1_001.fastq.gz
	187_AOM_CT_78_6wk_FEC	187_AOM_CT_78_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	187_AOM_CT_78_6wk_FEC_S217_L001_R1_001.fastq.gz
	188_AOM_CT_79_6wk_FEC	188_AOM_CT_79_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	188_AOM_CT_79_6wk_FEC_S218_L001_R1_001.fastq.gz
	189_AOM_CT_80_6wk_FEC	189_AOM_CT_80_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	189_AOM_CT_80_6wk_FEC_S219_L001_R1_001.fastq.gz
	190_AOM_CT_77_10wk_FEC	190_AOM_CT_77_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	190_AOM_CT_77_10wk_FEC_S220_L001_R1_001.fastq.gz
	191_AOM_CT_78_10wk_FEC	191_AOM_CT_78_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	191_AOM_CT_78_10wk_FEC_S221_L001_R1_001.fastq.gz
	192_AOM_CT_79_10wk_FEC	192_AOM_CT_79_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	192_AOM_CT_79_10wk_FEC_S222_L001_R1_001.fastq.gz
	193_AOM_CT_80_10wk_FEC	193_AOM_CT_80_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	193_AOM_CT_80_10wk_FEC_S223_L001_R1_001.fastq.gz
	194_AOM_CT_77_14wk_FEC	194_AOM_CT_77_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	194_AOM_CT_77_14wk_FEC_S224_L001_R1_001.fastq.gz
	195_AOM_CT_78_14wk_FEC	195_AOM_CT_78_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	195_AOM_CT_78_14wk_FEC_S225_L001_R1_001.fastq.gz
	196_AOM_CT_79_14wk_FEC	196_AOM_CT_79_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	196_AOM_CT_79_14wk_FEC_S226_L001_R1_001.fastq.gz
	197_AOM_CT_80_14wk_FEC	197_AOM_CT_80_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	197_AOM_CT_80_14wk_FEC_S227_L001_R1_001.fastq.gz
	198_AOM_RB_81_1wk_FEC	198_AOM_RB_81_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	198_AOM_RB_81_1wk_FEC_S228_L001_R1_001.fastq.gz
	199_AOM_RB_82_1wk_FEC	199_AOM_RB_82_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	199_AOM_RB_82_1wk_FEC_S229_L001_R1_001.fastq.gz
	200_AOM_RB_83_1wk_FEC	200_AOM_RB_83_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	200_AOM_RB_83_1wk_FEC_S230_L001_R1_001.fastq.gz
	201_AOM_RB_84_1wk_FEC	201_AOM_RB_84_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	201_AOM_RB_84_1wk_FEC_S231_L001_R1_001.fastq.gz
	202_AOM_RB_81_2wk_FEC	202_AOM_RB_81_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	202_AOM_RB_81_2wk_FEC_S232_L001_R1_001.fastq.gz
	203_AOM_RB_82_2wk_FEC	203_AOM_RB_82_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	203_AOM_RB_82_2wk_FEC_S233_L001_R1_001.fastq.gz
	204_AOM_RB_83_2wk_FEC	204_AOM_RB_83_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	204_AOM_RB_83_2wk_FEC_S234_L001_R1_001.fastq.gz
	205_AOM_RB_84_2wk_FEC	205_AOM_RB_84_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	205_AOM_RB_84_2wk_FEC_S235_L001_R1_001.fastq.gz
	206_AOM_RB_81_6wk_FEC	206_AOM_RB_81_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	206_AOM_RB_81_6wk_FEC_S236_L001_R1_001.fastq.gz
	207_AOM_RB_82_6wk_FEC	207_AOM_RB_82_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	207_AOM_RB_82_6wk_FEC_S237_L001_R1_001.fastq.gz
	208_AOM_RB_83_6wk_FEC	208_AOM_RB_83_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	208_AOM_RB_83_6wk_FEC_S238_L001_R1_001.fastq.gz
	209_AOM_RB_84_6wk_FEC	209_AOM_RB_84_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	209_AOM_RB_84_6wk_FEC_S239_L001_R1_001.fastq.gz
	210_AOM_RB_81_10wk_FEC	210_AOM_RB_81_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	210_AOM_RB_81_10wk_FEC_S240_L001_R1_001.fastq.gz
	211_AOM_RB_82_10wk_FEC	211_AOM_RB_82_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	211_AOM_RB_82_10wk_FEC_S241_L001_R1_001.fastq.gz
	212_AOM_RB_83_10wk_FEC	212_AOM_RB_83_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	212_AOM_RB_83_10wk_FEC_S242_L001_R1_001.fastq.gz
	213_AOM_RB_84_10wk_FEC	213_AOM_RB_84_10wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	213_AOM_RB_84_10wk_FEC_S243_L001_R1_001.fastq.gz
	214_AOM_RB_81_14wk_FEC	214_AOM_RB_81_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	214_AOM_RB_81_14wk_FEC_S244_L001_R1_001.fastq.gz
	215_AOM_RB_82_14wk_FEC	215_AOM_RB_82_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	215_AOM_RB_82_14wk_FEC_S245_L001_R1_001.fastq.gz
	216_AOM_RB_83_14wk_FEC	216_AOM_RB_83_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	216_AOM_RB_83_14wk_FEC_S246_L001_R1_001.fastq.gz
	217_AOM_RB_84_14wk_FEC	217_AOM_RB_84_14wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	217_AOM_RB_84_14wk_FEC_S247_L001_R1_001.fastq.gz
	218_AOM_FR_85_1wk_FEC	218_AOM_FR_85_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	218_AOM_FR_85_1wk_FEC_S248_L001_R1_001.fastq.gz
	219_AOM_FR_86_1wk_FEC	219_AOM_FR_86_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	219_AOM_FR_86_1wk_FEC_S249_L001_R1_001.fastq.gz
	220_AOM_FR_87_1wk_FEC	220_AOM_FR_87_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	220_AOM_FR_87_1wk_FEC_S250_L001_R1_001.fastq.gz
	221_AOM_FR_88_1wk_FEC	221_AOM_FR_88_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	221_AOM_FR_88_1wk_FEC_S251_L001_R1_001.fastq.gz
	222_AOM_FR_85_2wk_FEC	222_AOM_FR_85_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	222_AOM_FR_85_2wk_FEC_S252_L001_R1_001.fastq.gz
	223_AOM_FR_86_2wk_FEC	223_AOM_FR_86_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	223_AOM_FR_86_2wk_FEC_S253_L001_R1_001.fastq.gz
	224_AOM_FR_87_2wk_FEC	224_AOM_FR_87_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	224_AOM_FR_87_2wk_FEC_S254_L001_R1_001.fastq.gz
